,Iteration_0,Iteration_1,Iteration_2,Iteration_3,Iteration_4,Iteration_5,Iteration_6,Iteration_7,Iteration_8,Iteration_9,Iteration_10,Iteration_11,Iteration_12,Iteration_13,Iteration_14,Iteration_15,Iteration_16,Iteration_17,Iteration_18,Iteration_19
0,0.75,0.69,0.72,0.68,0.69,0.69,0.74,0.69,0.68,0.73,0.66,0.68,0.68,0.66,0.69,0.69,0.67,0.73,0.74,0.67
1,0.75,0.69,0.8,0.68,0.69,0.73,0.74,0.71,0.68,0.73,0.69,0.69,0.68,0.66,0.69,0.7,0.69,0.77,0.74,0.67
2,0.75,0.69,0.8,0.68,0.7,0.74,0.74,0.73,0.7,0.73,0.7,0.69,0.68,0.69,0.72,0.7,0.72,0.77,0.74,0.67
3,0.75,0.7,0.8,0.7,0.7,0.74,0.75,0.73,0.72,0.73,0.7,0.69,0.68,0.7,0.73,0.73,0.72,0.77,0.74,0.67
4,0.75,0.7,0.8,0.73,0.74,0.75,0.75,0.73,0.72,0.76,0.7,0.71,0.69,0.7,0.73,0.75,0.74,0.77,0.74,0.74
5,0.75,0.72,0.8,0.73,0.74,0.75,0.75,0.73,0.74,0.76,0.71,0.72,0.73,0.73,0.73,0.75,0.77,0.77,0.74,0.74
6,0.75,0.73,0.8,0.73,0.74,0.75,0.75,0.73,0.74,0.76,0.71,0.72,0.73,0.76,0.74,0.75,0.77,0.77,0.74,0.74
7,0.75,0.73,0.8,0.73,0.74,0.75,0.75,0.76,0.74,0.76,0.73,0.76,0.73,0.76,0.75,0.75,0.77,0.77,0.74,0.74
8,0.75,0.76,0.8,0.73,0.74,0.75,0.75,0.76,0.75,0.76,0.74,0.76,0.73,0.76,0.76,0.75,0.77,0.77,0.74,0.74
9,0.75,0.76,0.8,0.73,0.74,0.75,0.75,0.78,0.75,0.76,0.77,0.76,0.8,0.76,0.76,0.77,0.77,0.77,0.74,0.74
10,0.76,0.78,0.8,0.73,0.74,0.75,0.75,0.8,0.76,0.79,0.77,0.77,0.8,0.76,0.76,0.77,0.77,0.77,0.74,0.74
11,0.76,0.78,0.8,0.75,0.75,0.75,0.75,0.8,0.77,0.8,0.77,0.79,0.8,0.76,0.77,0.77,0.77,0.77,0.8,0.74
12,0.76,0.8,0.8,0.75,0.75,0.75,0.75,0.8,0.77,0.8,0.77,0.79,0.8,0.76,0.77,0.77,0.77,0.77,0.8,0.74
