,Iteration_0,Iteration_1,Iteration_2,Iteration_3,Iteration_4,Iteration_5,Iteration_6,Iteration_7,Iteration_8,Iteration_9,Iteration_10,Iteration_11,Iteration_12,Iteration_13,Iteration_14,Iteration_15,Iteration_16,Iteration_17,Iteration_18,Iteration_19
0,0.71,0.7,0.72,0.74,0.69,0.74,0.71,0.69,0.71,0.71,0.68,0.73,0.7,0.69,0.74,0.75,0.69,0.67,0.68,0.71
1,0.73,0.7,0.72,0.74,0.73,0.74,0.71,0.71,0.72,0.71,0.72,0.73,0.7,0.69,0.74,0.75,0.7,0.71,0.69,0.71
2,0.73,0.71,0.74,0.74,0.73,0.74,0.73,0.75,0.74,0.71,0.72,0.74,0.7,0.72,0.74,0.75,0.7,0.72,0.69,0.71
3,0.73,0.73,0.74,0.74,0.73,0.74,0.73,0.75,0.74,0.75,0.72,0.74,0.73,0.72,0.74,0.75,0.73,0.72,0.72,0.71
4,0.73,0.74,0.75,0.74,0.73,0.74,0.73,0.77,0.74,0.76,0.72,0.76,0.73,0.74,0.74,0.75,0.73,0.73,0.72,0.71
5,0.73,0.74,0.77,0.78,0.77,0.76,0.78,0.77,0.75,0.76,0.73,0.76,0.75,0.74,0.74,0.75,0.75,0.73,0.72,0.72
6,0.73,0.74,0.77,0.78,0.77,0.77,0.78,0.77,0.75,0.76,0.75,0.76,0.75,0.74,0.75,0.75,0.75,0.78,0.72,0.73
7,0.74,0.74,0.77,0.78,0.77,0.77,0.78,0.77,0.76,0.76,0.75,0.76,0.75,0.74,0.77,0.75,0.75,0.78,0.72,0.74
8,0.74,0.78,0.77,0.78,0.77,0.79,0.78,0.77,0.76,0.76,0.75,0.76,0.75,0.74,0.77,0.76,0.75,0.78,0.72,0.74
9,0.74,0.78,0.77,0.78,0.77,0.79,0.78,0.77,0.76,0.76,0.75,0.76,0.75,0.74,0.77,0.76,0.75,0.79,0.74,0.74
10,0.74,0.78,0.77,0.78,0.77,0.79,0.78,0.77,0.76,0.76,0.75,0.77,0.76,0.74,0.77,0.76,0.75,0.79,0.74,0.74
11,0.74,0.78,0.77,0.78,0.77,0.79,0.78,0.8,0.76,0.76,0.75,0.77,0.77,0.74,0.79,0.76,0.75,0.79,0.75,0.74
12,0.74,0.78,0.77,0.78,0.77,0.79,0.78,0.8,0.77,0.76,0.75,0.78,0.77,0.74,0.79,0.76,0.75,0.79,0.75,0.78
13,0.75,0.78,0.77,0.79,0.77,0.79,0.78,0.8,0.77,0.76,0.75,0.78,0.77,0.74,0.79,0.76,0.75,0.79,0.75,0.78
14,0.77,0.78,0.77,0.79,0.77,0.79,0.78,0.8,0.77,0.76,0.75,0.78,0.77,0.74,0.79,0.76,0.78,0.79,0.75,0.78
15,0.77,0.78,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.76,0.75,0.78,0.77,0.77,0.79,0.76,0.78,0.79,0.75,0.78
16,0.77,0.78,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.76,0.77,0.78,0.77,0.77,0.79,0.76,0.78,0.79,0.78,0.78
17,0.77,0.82,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.76,0.77,0.78,0.77,0.77,0.79,0.76,0.78,0.79,0.78,0.78
18,0.77,0.82,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.76,0.77,0.78,0.78,0.77,0.79,0.76,0.78,0.79,0.78,0.83
19,0.77,0.82,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.76,0.77,0.78,0.78,0.77,0.79,0.77,0.78,0.79,0.78,0.83
20,0.77,0.82,0.79,0.79,0.77,0.79,0.78,0.81,0.77,0.77,0.77,0.78,0.78,0.77,0.79,0.77,0.78,0.81,0.78,0.83
21,0.77,0.82,0.79,0.79,0.77,0.79,0.79,0.81,0.77,0.77,0.77,0.78,0.78,0.77,0.79,0.77,0.8,0.81,0.78,0.83
22,0.77,0.82,0.79,0.79,0.77,0.79,0.79,0.81,0.77,0.77,0.77,0.78,0.78,0.77,0.79,0.77,0.8,0.81,0.78,0.83
23,0.77,0.82,0.79,0.81,0.77,0.79,0.79,0.81,0.77,0.77,0.78,0.78,0.78,0.77,0.79,0.78,0.8,0.81,0.78,0.83
24,0.77,0.82,0.79,0.81,0.77,0.79,0.79,0.81,0.81,0.77,0.79,0.78,0.78,0.77,0.79,0.78,0.8,0.81,0.79,0.83
25,0.77,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.77,0.79,0.78,0.78,0.77,0.79,0.78,0.8,0.81,0.79,0.83
26,0.77,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.77,0.79,0.78,0.78,0.77,0.79,0.78,0.8,0.81,0.79,0.83
27,0.77,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.77,0.79,0.78,0.8,0.77,0.79,0.78,0.8,0.81,0.79,0.83
28,0.79,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.77,0.79,0.78,0.8,0.77,0.79,0.78,0.8,0.81,0.79,0.83
29,0.79,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.77,0.8,0.78,0.8,0.77,0.79,0.78,0.8,0.81,0.79,0.83
30,0.79,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.78,0.8,0.78,0.8,0.77,0.79,0.78,0.81,0.81,0.79,0.83
31,0.79,0.82,0.79,0.82,0.77,0.79,0.79,0.81,0.81,0.78,0.8,0.78,0.8,0.77,0.79,0.79,0.81,0.81,0.79,0.83
32,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.8,0.78,0.8,0.77,0.79,0.79,0.83,0.81,0.79,0.83
33,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.8,0.78,0.8,0.8,0.79,0.79,0.83,0.81,0.79,0.83
34,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.8,0.78,0.8,0.8,0.79,0.79,0.83,0.81,0.79,0.83
35,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.8,0.78,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
36,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.81,0.78,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
37,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.81,0.78,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
38,0.79,0.82,0.79,0.82,0.77,0.79,0.8,0.81,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
39,0.79,0.82,0.79,0.82,0.77,0.79,0.81,0.81,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
40,0.79,0.82,0.79,0.82,0.77,0.8,0.81,0.82,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
41,0.79,0.82,0.79,0.82,0.77,0.8,0.81,0.82,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
42,0.79,0.82,0.79,0.82,0.77,0.8,0.81,0.82,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
43,0.79,0.82,0.79,0.82,0.77,0.8,0.81,0.82,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
44,0.8,0.82,0.79,0.82,0.77,0.8,0.81,0.82,0.81,0.78,0.81,0.79,0.8,0.8,0.79,0.82,0.83,0.83,0.79,0.83
